7.52558038e-02, 7.00000068e-03, 4.34861891e-02, 4.69019681e-01
7.57863820e-02, 7.00000022e-03, 4.66603749e-02, 4.71747041e-01
7.83268139e-02, 7.00000022e-03, 4.42483164e-02, 4.48688269e-01
7.14792758e-02, 7.00000022e-03, 4.35828418e-02, 3.75348538e-01
7.46230260e-02, 7.00000022e-03, 4.13211845e-02, 3.99369508e-01
8.00446346e-02, 7.00000022e-03, 4.91719916e-02, 4.71973985e-01
7.60015771e-02, 7.00000022e-03, 4.98560145e-02, 4.50688362e-01
7.30134100e-02, 7.00000022e-03, 4.90120314e-02, 4.80152756e-01
7.96848163e-02, 7.00000022e-03, 4.28132862e-02, 4.45549130e-01
8.13328028e-02, 7.00000022e-03, 4.64872755e-02, 4.74672854e-01
7.76664466e-02, 7.00000068e-03, 4.03380245e-02, 4.16174799e-01
6.72933161e-02, 7.00000068e-03, 4.33264971e-02, 3.64610046e-01
7.13581219e-02, 7.00000022e-03, 3.91049236e-02, 3.91883075e-01
7.01249838e-02, 7.00000022e-03, 4.76931669e-02, 4.40586776e-01
7.38808960e-02, 7.00000022e-03, 3.90762240e-02, 3.92941535e-01
8.16257447e-02, 7.00000022e-03, 5.03141396e-02, 4.76735353e-01
7.81806558e-02, 7.00000022e-03, 5.10592274e-02, 4.52553481e-01
7.29233027e-02, 7.00000022e-03, 5.21745719e-02, 5.14370978e-01
7.68292099e-02, 7.00000022e-03, 5.40576167e-02, 4.56175208e-01
6.89894855e-02, 7.00000022e-03, 4.92773280e-02, 4.37837958e-01
8.23505521e-02, 7.00000022e-03, 4.22437303e-02, 4.42208529e-01
7.89548904e-02, 7.00000022e-03, 3.80322412e-02, 4.10169482e-01
8.38546157e-02, 7.00000022e-03, 4.70922031e-02, 4.64274645e-01
8.44631344e-02, 7.00000022e-03, 4.47366834e-02, 4.65942174e-01
7.40163848e-02, 7.00000022e-03, 3.62099484e-02, 4.37453210e-01
6.76529557e-02, 7.00000022e-03, 4.13563065e-02, 3.69477898e-01
6.91746101e-02, 7.00000022e-03, 3.96691784e-02, 3.93947423e-01
6.63602427e-02, 7.00000068e-03, 4.56225090e-02, 3.75164866e-01
6.46656379e-02, 7.00000022e-03, 4.25423495e-02, 3.92808050e-01
6.89576492e-02, 7.00000068e-03, 3.79919857e-02, 4.29157466e-01
6.70551956e-02, 7.00000022e-03, 3.58448476e-02, 4.48708057e-01
8.38577971e-02, 6.99999975e-03, 5.00624962e-02, 4.60078806e-01
8.18225592e-02, 7.00000022e-03, 5.43379039e-02, 4.72195566e-01
7.11039603e-02, 7.00000022e-03, 5.24418503e-02, 4.97068971e-01
7.54864737e-02, 7.00000022e-03, 5.56659251e-02, 4.53722805e-01
7.96945170e-02, 7.00000022e-03, 5.57546206e-02, 4.85205859e-01
6.88940659e-02, 7.00000022e-03, 5.35870306e-02, 4.55852360e-01
8.47671628e-02, 6.99999975e-03, 4.26457264e-02, 4.39728320e-01
8.72507691e-02, 7.00000022e-03, 4.88143675e-02, 4.35565203e-01
8.72159749e-02, 6.99999975e-03, 4.34701629e-02, 4.14942741e-01
6.36667535e-02, 7.00000022e-03, 3.87748033e-02, 3.96287620e-01
6.41105324e-02, 7.00000068e-03, 4.60798740e-02, 3.79089475e-01
6.38122037e-02, 7.00000022e-03, 4.89436127e-02, 3.87654066e-01
6.57678545e-02, 7.00000022e-03, 5.07566631e-02, 3.92966986e-01
6.12794869e-02, 7.00000022e-03, 4.18396406e-02, 4.11866605e-01
6.60594106e-02, 7.00000022e-03, 3.46892029e-02, 4.78739530e-01
6.28317147e-02, 7.00000022e-03, 3.63411121e-02, 4.37544286e-01
8.49181935e-02, 7.00000022e-03, 5.28815165e-02, 4.10311908e-01
8.26793835e-02, 7.00000022e-03, 5.64104654e-02, 4.50884700e-01
6.97523803e-02, 7.00000022e-03, 5.58791347e-02, 4.59201813e-01
7.33864605e-02, 7.00000022e-03, 5.70183285e-02, 4.39152569e-01
7.55057707e-02, 7.00000022e-03, 5.97585216e-02, 3.99987966e-01
7.98320025e-02, 7.00000022e-03, 5.87022230e-02, 4.55443293e-01
6.45546466e-02, 7.00000022e-03, 5.31570502e-02, 3.65730077e-01
6.71765730e-02, 7.00000022e-03, 5.55960350e-02, 4.16534066e-01
8.88437852e-02, 7.00000022e-03, 5.02025150e-02, 4.20692742e-01
8.89073983e-02, 7.00000022e-03, 4.55091074e-02, 4.04292256e-01
6.07459806e-02, 7.00000022e-03, 3.81223485e-02, 4.01900709e-01
6.14647046e-02, 7.00000022e-03, 4.58086431e-02, 4.10211205e-01
6.26854971e-02, 7.00000068e-03, 5.34197055e-02, 3.67594361e-01
6.00591712e-02, 7.00000022e-03, 5.10002971e-02, 4.38895613e-01
5.94165176e-02, 7.00000022e-03, 4.52906452e-02, 4.43469644e-01
5.84267825e-02, 7.00000022e-03, 4.91098613e-02, 4.67709750e-01
5.85548431e-02, 7.00000022e-03, 4.20300886e-02, 4.48055148e-01
6.21586144e-02, 7.00000022e-03, 3.30539979e-02, 4.57032204e-01
8.78186226e-02, 7.00000022e-03, 5.36840074e-02, 4.04284090e-01
8.62326324e-02, 7.00000022e-03, 5.79721928e-02, 3.86494696e-01
8.32898766e-02, 7.00000022e-03, 5.97892627e-02, 3.94088686e-01
7.05378875e-02, 6.99999975e-03, 5.89611940e-02, 4.29313302e-01
7.70830736e-02, 7.00000022e-03, 6.14382103e-02, 4.22323525e-01
7.36244917e-02, 7.00000022e-03, 6.32572547e-02, 3.82597059e-01
7.89504722e-02, 7.00000022e-03, 6.10201173e-02, 4.51184809e-01
6.33104742e-02, 7.00000068e-03, 5.63759394e-02, 3.92113000e-01
6.49463385e-02, 7.00000022e-03, 5.78334704e-02, 3.80376697e-01
5.81617020e-02, 7.00000022e-03, 3.88424806e-02, 4.32508469e-01
5.70835955e-02, 7.00000022e-03, 3.65023911e-02, 4.31394517e-01
5.93576320e-02, 7.00000022e-03, 3.34086046e-02, 4.45253432e-01
6.07415810e-02, 7.00000022e-03, 5.60037084e-02, 4.03228611e-01
5.89549728e-02, 6.99999975e-03, 5.41336350e-02, 4.64970976e-01
5.63996546e-02, 7.00000022e-03, 5.09549566e-02, 5.18341899e-01
5.63795976e-02, 7.00000022e-03, 4.37963903e-02, 4.59029704e-01
5.52783646e-02, 7.00000022e-03, 4.84629869e-02, 5.09936571e-01
5.56174144e-02, 7.00000022e-03, 4.09548953e-02, 4.53984678e-01
8.89267102e-02, 7.00000022e-03, 5.56147993e-02, 4.12593365e-01
8.83911178e-02, 7.00000022e-03, 5.86749092e-02, 3.79141033e-01
8.74883011e-02, 7.00000022e-03, 6.13591187e-02, 3.11349243e-01
8.23398679e-02, 7.00000022e-03, 6.28224388e-02, 3.89954925e-01
8.57976377e-02, 7.00000022e-03, 6.39712289e-02, 3.39575857e-01
6.67022690e-02, 7.00000022e-03, 6.00660406e-02, 4.02568549e-01
6.90263659e-02, 7.00000022e-03, 6.16259165e-02, 4.17406380e-01
7.82278553e-02, 7.00000022e-03, 6.44306093e-02, 3.82766038e-01
7.36842081e-02, 7.00000022e-03, 6.55078590e-02, 4.05386120e-01
7.48260617e-02, 7.00000068e-03, 6.67223632e-02, 3.94216716e-01
6.98798522e-02, 7.00000022e-03, 6.45500124e-02, 4.35040534e-01
6.41604811e-02, 7.00000022e-03, 6.06145971e-02, 3.94695371e-01
6.10933006e-02, 7.00000022e-03, 6.11594841e-02, 4.21732873e-01
5.45684509e-02, 7.00000022e-03, 3.56339216e-02, 4.38010752e-01
5.69914207e-02, 7.00000022e-03, 3.29438113e-02, 4.75768209e-01
5.65622337e-02, 7.00000022e-03, 3.10492329e-02, 4.81210589e-01
5.80516644e-02, 7.00000022e-03, 5.74260242e-02, 4.73936021e-01
5.50456904e-02, 7.00000022e-03, 5.41214980e-02, 5.32588542e-01
5.33445179e-02, 7.00000022e-03, 5.01915365e-02, 5.39390802e-01
5.37818037e-02, 7.00000022e-03, 4.58613671e-02, 4.81424719e-01
5.20260744e-02, 7.00000022e-03, 4.35218662e-02, 4.78331476e-01
5.24361394e-02, 6.99999975e-03, 3.98002714e-02, 4.47531462e-01
8.89959708e-02, 7.00000022e-03, 6.27978742e-02, 2.62490332e-01
8.02295133e-02, 7.00000022e-03, 6.59364834e-02, 3.37677926e-01
8.38629007e-02, 7.00000022e-03, 6.66885301e-02, 3.47979933e-01
8.89129117e-02, 7.00000022e-03, 6.71766698e-02, 2.82434672e-01
8.68812129e-02, 7.00000022e-03, 6.71667904e-02, 3.43042970e-01
6.52433783e-02, 7.00000022e-03, 6.24221116e-02, 4.15620387e-01
7.81985596e-02, 7.00000022e-03, 6.86556771e-02, 3.25652659e-01
7.49775991e-02, 7.00000022e-03, 6.85331747e-02, 3.83606225e-01
7.18239918e-02, 7.00000068e-03, 6.81914091e-02, 4.63434488e-01
6.75248057e-02, 7.00000022e-03, 6.58429042e-02, 4.82156515e-01
6.21633604e-02, 7.00000022e-03, 6.52094707e-02, 4.32699263e-01
5.95987625e-02, 7.00000068e-03, 6.30344450e-02, 4.62174624e-01
5.30875549e-02, 7.00000022e-03, 3.35490666e-02, 5.22982180e-01
5.24923094e-02, 7.00000022e-03, 3.13405097e-02, 5.29558778e-01
5.61832115e-02, 7.00000022e-03, 5.89290187e-02, 5.27942538e-01
5.28923087e-02, 7.00000022e-03, 5.46206050e-02, 5.41331649e-01
5.41684516e-02, 7.00000068e-03, 5.75012378e-02, 5.37480891e-01
5.08504324e-02, 7.00000022e-03, 5.15276045e-02, 5.50013483e-01
4.92999107e-02, 7.00000068e-03, 5.40429913e-02, 5.50747752e-01
5.03877513e-02, 7.00000022e-03, 4.85346392e-02, 4.94738400e-01
4.81812842e-02, 7.00000022e-03, 4.53866236e-02, 5.17252147e-01
5.06999008e-02, 7.00000022e-03, 4.14609537e-02, 5.20633459e-01
5.06271087e-02, 7.00000022e-03, 3.76824588e-02, 5.47318041e-01
8.21521208e-02, 7.00000022e-03, 6.88232183e-02, 3.57982486e-01
8.46713260e-02, 7.00000022e-03, 7.04398900e-02, 3.72089624e-01
8.87779817e-02, 7.00000022e-03, 7.24428669e-02, 3.38448852e-01
6.54323399e-02, 7.00000022e-03, 6.58027977e-02, 4.64873612e-01
7.76416287e-02, 7.00000022e-03, 7.12776333e-02, 3.43069673e-01
8.04796666e-02, 7.00000022e-03, 7.17945993e-02, 3.40536445e-01
7.44907781e-02, 7.00000022e-03, 7.22112805e-02, 3.92756045e-01
6.86375946e-02, 7.00000022e-03, 6.98062181e-02, 4.58518386e-01
7.05109984e-02, 7.00000068e-03, 7.00621828e-02, 4.42663074e-01
6.54472038e-02, 7.00000022e-03, 6.89433217e-02, 4.52536851e-01
5.84371127e-02, 7.00000022e-03, 6.58620968e-02, 4.46390122e-01
6.03333563e-02, 7.00000022e-03, 6.85812607e-02, 4.28353757e-01
5.77300675e-02, 7.00000022e-03, 6.27660900e-02, 4.74437237e-01
4.95462865e-02, 7.00000022e-03, 3.44507359e-02, 5.58598995e-01
5.04950061e-02, 7.00000022e-03, 3.06145716e-02, 5.24275303e-01
5.46267517e-02, 7.00000022e-03, 6.09271005e-02, 5.21824121e-01
5.28561659e-02, 7.00000022e-03, 6.10496812e-02, 5.32185078e-01
4.91350070e-02, 7.00000022e-03, 5.77845648e-02, 4.99383599e-01
4.68601771e-02, 7.00000022e-03, 5.32083549e-02, 5.43510973e-01
4.82694246e-02, 7.00000022e-03, 4.87174168e-02, 5.21032095e-01
4.69809696e-02, 7.00000022e-03, 4.79790568e-02, 5.17149746e-01
4.78860848e-02, 7.00000068e-03, 4.32932526e-02, 5.24846196e-01
4.55880426e-02, 7.00000022e-03, 4.45084982e-02, 5.59165776e-01
4.32795957e-02, 7.00000022e-03, 4.69559468e-02, 5.19496202e-01
4.74881902e-02, 7.00000068e-03, 3.74542139e-02, 5.39116204e-01
8.46195072e-02, 7.00000022e-03, 7.25443959e-02, 3.96071374e-01
8.88419151e-02, 7.00000022e-03, 7.48092607e-02, 3.55698138e-01
7.92537928e-02, 7.00000022e-03, 7.31388927e-02, 3.56499970e-01
7.50743002e-02, 7.00000068e-03, 7.61442855e-02, 4.03367519e-01
7.36136809e-02, 7.00000022e-03, 7.53682926e-02, 4.22850639e-01
6.54548034e-02, 7.00000022e-03, 7.14001060e-02, 4.07815725e-01
7.11763278e-02, 7.00000022e-03, 7.38317445e-02, 4.32696939e-01
6.83143809e-02, 7.00000022e-03, 7.46677443e-02, 4.37033802e-01
6.21209890e-02, 7.00000022e-03, 7.06235990e-02, 4.05220509e-01
